1358442177116, 2013-01-17, 18:02:57:116, [wp_site:SCM Lab; wp_post:1; user:krejcar.zbynek], 95.91.115.12, seek_start: 26.518627166748047   26.26, Mozilla/5.0 (Windows NT 6.2, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358775503302, 2013-01-21, 14:38:23:302, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.12, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 407.9, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775504017, 2013-01-21, 14:38:24:17, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.12, seek_start: 405.709705   405.71, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775504126, 2013-01-21, 14:38:24:126, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.12, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 409.97, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775519625, 2013-01-21, 14:38:39:625, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, [add_annotation; content:Upper Bound Alg. II; time:1737.2], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775524472, 2013-01-21, 14:38:44:472, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.12, [add_annotation; content:Einleitendes Lemma; time:416.919478], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775527510, 2013-01-21, 14:38:47:510, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.12, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775527611, 2013-01-21, 14:38:47:611, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 1853.35, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775527545, 2013-01-21, 14:38:47:545, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 1742.667029   1742.67, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775530220, 2013-01-21, 14:38:50:220, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 1854.366689   1854.3, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775530355, 2013-01-21, 14:38:50:355, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 1876.64, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775550508, 2013-01-21, 14:39:10:508, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, [add_annotation; content:Nearest Neighbour Alg. II; time:1887.533219], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775554795, 2013-01-21, 14:39:14:795, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 1887.567392   1887.57, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775554939, 2013-01-21, 14:39:14:939, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2019.72, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775561203, 2013-01-21, 14:39:21:203, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 2020.365963   2020.3, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775562197, 2013-01-21, 14:39:22:197, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2006.63, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775564475, 2013-01-21, 14:39:24:475, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 2008.9339   2008.9, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775564634, 2013-01-21, 14:39:24:634, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2026.37, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775565589, 2013-01-21, 14:39:25:589, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 2027.333673   2027.3, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775567570, 2013-01-21, 14:39:27:570, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2010.29, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775587271, 2013-01-21, 14:39:47:271, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, [add_annotation; content:Lower Bound Alg. II; time:2026.2], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775592732, 2013-01-21, 14:39:52:732, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 2026.267006   2026.27, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775592867, 2013-01-21, 14:39:52:867, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2182.76, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775607278, 2013-01-21, 14:40:07:278, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, [add_annotation; content:Tour Improvement II; time:2191.633083], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775635258, 2013-01-21, 14:40:35:258, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 2193.467005   2193.43, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775635401, 2013-01-21, 14:40:35:401, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2196.07, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775635604, 2013-01-21, 14:40:35:604, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2196.07, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775635469, 2013-01-21, 14:40:35:469, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 2197   2197, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775653467, 2013-01-21, 14:40:53:467, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358775653603, 2013-01-21, 14:40:53:603, [wp_site:Gruppe 2b; wp_post:1; user:dvorakova.lucie], 141.46.229.11, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 1743.55, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358782214106, 2013-01-21, 16:30:14:106, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, seek_start: 193.70   193.58, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782214308, 2013-01-21, 16:30:14:308, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, videos/7_scm_jit.webm seek_end: 235.09, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782216880, 2013-01-21, 16:30:16:880, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, seek_start: 238.48   238.32, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782217082, 2013-01-21, 16:30:17:82, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, videos/7_scm_jit.webm seek_end: 282.83, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782220520, 2013-01-21, 16:30:20:520, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, seek_start: 286.21000000000004   286.04, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782220721, 2013-01-21, 16:30:20:721, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, videos/7_scm_jit.webm seek_end: 341.38, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782222802, 2013-01-21, 16:30:22:802, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, seek_start: 343.78   343.72, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782223010, 2013-01-21, 16:30:23:10, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, videos/7_scm_jit.webm seek_end: 377.41, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782227800, 2013-01-21, 16:30:27:800, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, seek_start: 382.68   382.58, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782227994, 2013-01-21, 16:30:27:994, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, videos/7_scm_jit.webm seek_end: 408.04, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782232625, 2013-01-21, 16:30:32:625, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, seek_start: 413.46   413.29, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358782232818, 2013-01-21, 16:30:32:818, [wp_site:SCM Lab; wp_post:1; user:urbanova.ludmila], 95.91.112.78, videos/7_scm_jit.webm seek_end: 436.86, Opera/9.80 (Windows NT 6.1, WOW64) Presto/2.12.388 Version/12.12
1358784623077, 2013-01-21, 17:10:23:77, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784623133, 2013-01-21, 17:10:23:133, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 143.8, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784625163, 2013-01-21, 17:10:25:163, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 145.88, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784625085, 2013-01-21, 17:10:25:85, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 1.92   1.68, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784629004, 2013-01-21, 17:10:29:4, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 148.800249   148.52, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784629099, 2013-01-21, 17:10:29:99, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 185.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784639075, 2013-01-21, 17:10:39:75, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 194.920498   194.68, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784639139, 2013-01-21, 17:10:39:139, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 210.86, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784640275, 2013-01-21, 17:10:40:275, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 211.280793   211.27, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784640363, 2013-01-21, 17:10:40:363, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 219.16, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784641300, 2013-01-21, 17:10:41:300, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 220.2   220.01, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784641379, 2013-01-21, 17:10:41:379, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 239.21, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784644732, 2013-01-21, 17:10:44:732, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784644853, 2013-01-21, 17:10:44:853, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 109.92, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784650972, 2013-01-21, 17:10:50:972, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 6.08   5.88, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784651099, 2013-01-21, 17:10:51:99, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 108.54, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784653123, 2013-01-21, 17:10:53:123, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 109.441111   109.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784653242, 2013-01-21, 17:10:53:242, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 159.7, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784654551, 2013-01-21, 17:10:54:551, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 160.438367   160.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784654696, 2013-01-21, 17:10:54:696, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 256.49, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784657269, 2013-01-21, 17:10:57:269, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 257.43907   257.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784657380, 2013-01-21, 17:10:57:380, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 244.74, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784661686, 2013-01-21, 17:11:01:686, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 248.319954   248.12, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784661981, 2013-01-21, 17:11:01:981, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 225.23, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784664368, 2013-01-21, 17:11:04:368, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 232.29, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784664286, 2013-01-21, 17:11:04:286, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 227.280657   227.12, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784675461, 2013-01-21, 17:11:15:461, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 236.838095   236.72, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358784675604, 2013-01-21, 17:11:15:604, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 237.83, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785068986, 2013-01-21, 17:17:48:986, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 504.687   504.687, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785069089, 2013-01-21, 17:17:49:89, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 236.44, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785070714, 2013-01-21, 17:17:50:714, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 237.441111   237.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785070832, 2013-01-21, 17:17:50:832, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 248.89, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785072593, 2013-01-21, 17:17:52:593, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 249.439206   249.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785072904, 2013-01-21, 17:17:52:904, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 240.22, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785081781, 2013-01-21, 17:18:01:781, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 247.44   247.44, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785082141, 2013-01-21, 17:18:02:141, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 243.22, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785089128, 2013-01-21, 17:18:09:128, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 248.721632   248.48, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785089396, 2013-01-21, 17:18:09:396, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 239.42, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785098015, 2013-01-21, 17:18:18:15, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [add_annotation; content:{"question":"Wann wird ein Graph Eulersch genannt?";"answ":[{"id":"answ1";"answ":"Wenn er eine Eulersche Touren enthält.n"};{"id":"answ2";"answ":"Wenn er zwei Eulerschen Touren enthält."};{"id":"answ3";"answ":"Wenn er drei Eulerschen Touren enthält."}]}, time:349.96034], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785100695, 2013-01-21, 17:18:20:695, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 350.038458   350.04, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785101468, 2013-01-21, 17:18:21:468, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 247.001405   247, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785101876, 2013-01-21, 17:18:21:876, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 244.16, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785101796, 2013-01-21, 17:18:21:796, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 325.63, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785103324, 2013-01-21, 17:18:23:324, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785121391, 2013-01-21, 17:18:41:391, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, [add_annotation; content:{"question":"Wann wird ein Graph Eulersch genannt? ";"answ":[{"id":"answ0";"answ":"Wenn er eine Eulersche Tour enthält."};{"id":"answ1";"answ":"Wenn er zwei Eulerschen Touren enthält."};{"id":"answ2";"answ":"Wenn er drei Eulerschen Touren enthält."}]}, time:245.440362], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785121919, 2013-01-21, 17:18:41:919, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785127003, 2013-01-21, 17:18:47:3, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785179773, 2013-01-21, 17:19:39:773, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 350.2   350.2, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785180267, 2013-01-21, 17:19:40:267, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 324.24, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785181773, 2013-01-21, 17:19:41:773, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785190092, 2013-01-21, 17:19:50:92, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785203579, 2013-01-21, 17:20:03:579, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785229476, 2013-01-21, 17:20:29:476, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 356.240022   356.04, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785229715, 2013-01-21, 17:20:29:715, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 372.56, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785230739, 2013-01-21, 17:20:30:739, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 373.12   373.02, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785231155, 2013-01-21, 17:20:31:155, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 283.45, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785278693, 2013-01-21, 17:21:18:693, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
